doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Specifying many Git providers,"When using multiple Git providers, I want to select specific provider configurations by passing configKey parameter, so I can access resources from different Git instances in the same pipeline.",core,Developer,Execute,user_story,Access private Git repositories using authenticated SCM APIs,"Multiple Git providers configured; Know configKey for target provider","Configure multiple Git providers; Manage provider selection logic","Minimize need to modify resolver configuration; Reduce complexity when accessing multiple Git systems; Ensure correct provider selection for each resource",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Specifying many Git providers lines 1103-1135,"Pass configKey parameter to select non-default configuration. Value 'default' or omitted uses default config. '.' in configKey not supported."
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Specifying a remote pipeline or task by using the Git resolver with the authenticated SCM API overriding the Git resolver configuration,"When accessing Git providers outside default configuration, I want to override resolver settings with inline parameters, so I can access resources from unapproved or ad-hoc Git instances without changing global configuration.",core,Developer,Execute,user_story,Access private Git repositories using authenticated SCM APIs,"Access to SCM API token; Know target Git server URL and credentials","Configure default Git resolver; Manage inline credentials securely","Minimize delay waiting for global configuration changes; Reduce dependency on platform team for ad-hoc access; Ensure ability to access temporary or test Git instances",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Git resolver override lines 1144-1215,Override parameters: token tokenKey scmType serverURL. Use with caution as credentials are in TaskRun/PipelineRun spec.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Specifying a remote pipeline task or step action by using the HTTP resolver,"When fetching resources from HTTP endpoints, I want to retrieve pipeline and task definitions from remote URLs, so I can use resources hosted on web servers or CDNs without Git infrastructure.",core,Developer,Configure,main_job,,"Access to HTTP/HTTPS URL hosting YAML file; URL is accessible from cluster","Configure HTTP resolver; Handle URL authentication if needed","Minimize dependency on Git or OCI registries; Reduce infrastructure complexity for simple resource hosting; Ensure ability to fetch resources from arbitrary HTTP sources",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> HTTP resolver about lines 1224-1229,Main job for HTTP-based resource fetching. URL must point to YAML file defining pipeline task or step action.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Configuring the HTTP resolver,"When setting up HTTP resolver, I want to configure fetch timeout, so I can prevent resolution failures from slow HTTP endpoints.",core,Platform Administrator,Configure,user_story,Fetch resources from HTTP endpoints,"Have cluster admin permissions; Access to TektonConfig custom resource","Monitor resolver timeout metrics; Tune timeout for network conditions","Minimize resolver timeout errors; Reduce impact of slow HTTP servers; Ensure consistent timeout behavior across pipelines",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Configuring HTTP resolver lines 1238-1267,Only configurable parameter is fetch-timeout. Default appears to be 1m based on example.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Specifying a remote pipeline task or step action with the HTTP Resolver,"When creating pipeline runs or tasks, I want to reference resources by HTTP URL, so I can use pipeline definitions hosted on web servers or content delivery networks.",core,Developer,Execute,user_story,Fetch resources from HTTP endpoints,"HTTP resolver configured; URL points to valid YAML file; Network access to URL from cluster","Version control HTTP-hosted resources; Handle URL availability","Minimize deployment complexity for simple resource hosting; Reduce need for Git or registry infrastructure; Ensure access to centrally hosted pipeline definitions",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Specifying using HTTP resolver lines 1276-1388,"Single parameter: url (fully qualified HTTP/HTTPS URL). Examples show PipelineRun Pipeline TaskRun and Task with step references."
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Specifying a pipeline task or step action from the same cluster,"When reusing resources across namespaces, I want to reference pipeline and task definitions from other namespaces on the same cluster, so I can centralize standard tasks without duplicating definitions.",core,Developer,Reference,main_job,,"Resource exists in target namespace; RBAC permissions to access target namespace","Configure cluster resolver; Access standard OpenShift Pipelines tasks","Minimize duplication of task definitions across namespaces; Reduce maintenance burden for common tasks; Ensure consistent task versions across projects",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Cluster resolver about lines 1397-1402,Main job for cluster-local resource access. Particularly useful for accessing tasks in openshift-pipelines namespace.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Configuring the cluster resolver,"When setting up cluster resolver, I want to configure default namespace, default kind, and namespace access controls, so I can simplify resource references and enforce security boundaries.",core,Platform Administrator,Configure,user_story,Reference resources from other cluster namespaces,"Have cluster admin permissions; Access to TektonConfig custom resource","Configure namespace RBAC; Define allowed/blocked namespaces","Minimize security risks from cross-namespace access; Reduce configuration in pipeline definitions; Ensure compliance with namespace isolation policies",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Configuring cluster resolver lines 1411-1446,"Covers default-kind default-namespace allowed-namespaces blocked-namespaces. Namespace restrictions provide security controls."
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Specifying a pipeline task or step action from the same cluster using the cluster resolver,"When creating pipeline runs or tasks, I want to reference resources by name and namespace within the cluster, so I can use centralized task definitions without local copies.",core,Developer,Execute,user_story,Reference resources from other cluster namespaces,"Cluster resolver configured; Target resource exists in specified namespace; RBAC access to target namespace","Access standard tasks from openshift-pipelines namespace; Share tasks across team namespaces","Minimize local task duplication; Reduce maintenance overhead; Ensure use of centrally managed task versions",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Specifying using cluster resolver lines 1455-1594,Parameters: name namespace kind (pipeline|task|stepaction). Examples show accessing resources from other namespaces.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Tasks provided in the pipelines-shortname namespace,"When building pipelines, I want to discover and use standard tasks provided by OpenShift Pipelines, so I can leverage pre-built, tested tasks for common operations like building images, cloning Git repos, and running CLI tools.",core,Developer,Reference,main_job,,"OpenShift Pipelines installed; Access to openshift-pipelines namespace","Reference tasks using cluster resolver; Understand task parameters and workspaces","Minimize time building common pipeline tasks from scratch; Reduce errors by using tested standard tasks; Ensure access to up-to-date task implementations",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Tasks in namespace lines 1604-2800,Reference section covering buildah git-cli git-clone kn kn-apply maven openshift-client s2i-* tasks skopeo-copy tkn opc. Tasks accessed via cluster resolver from openshift-pipelines namespace.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Community tasks provided in the pipelines-shortname namespace,"When integrating with third-party tools, I want to use community-maintained tasks for tools like Argo CD, Helm, Jib, and Jenkins, so I can extend pipelines without writing custom integration logic.",core,CI/CD Engineer,Reference,main_job,,"OpenShift Pipelines installed with community tasks; Understanding of target tool (Argo CD Helm etc.)","Reference community tasks using cluster resolver; Configure tool-specific credentials","Minimize custom integration development effort; Reduce maintenance of tool-specific pipeline logic; Ensure use of community-tested integrations",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Community tasks lines 2809-3244,Reference section covering argocd-task-sync-and-wait helm-upgrade-from-repo helm-upgrade-from-source jib-maven kubeconfig-creator pull-request trigger-jenkins-job. Accessed via cluster resolver.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,Step action definitions provided with pipelines-shortname,"When creating reusable task steps, I want to use standard StepAction definitions like git-clone and cache operations, so I can compose tasks from tested, reusable step actions.",core,Developer,Reference,main_job,,"OpenShift Pipelines installed; Understanding of StepAction concept","Reference step actions using cluster resolver; Implement caching strategies","Minimize duplication of common step logic; Reduce task complexity through composition; Ensure consistent step implementations across tasks",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> StepActions lines 3253-3509,Covers git-clone StepAction and cache-upload/cache-fetch StepActions (Tech Preview). StepActions are finer-grained than tasks used within task step definitions.
remote-pipelines-tasks-resolvers-self-managed-reduced.adoc,About non-versioned and versioned tasks and step actions,"When choosing between task versions, I want to understand the differences between non-versioned and versioned tasks, so I can decide whether to use stable versioned tasks or auto-updating non-versioned tasks.",core,Platform Administrator,Plan,main_job,,"OpenShift Pipelines installed; Understanding of operator upgrade process","Plan operator upgrade strategy; Manage task version lifecycle","Minimize pipeline breakage from operator upgrades; Reduce risk of missing security updates; Ensure appropriate task versioning strategy for production vs development",remote-pipelines-tasks-resolvers-self-managed-reduced.adoc -> Versioned vs non-versioned lines 3518-3576,"Non-versioned tasks auto-update with operator versioned tasks (e.g. buildah-1-18-0) persist across minor versions. Trade-off between stability and updates."
