doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
working-with-pipelines-web-console.adoc,Starting pipelines from Pipelines view,"When my pipeline needs to access private Git repositories or registries, I want to add authentication secrets during pipeline start, so I can authorize access to protected resources",functional,Developer,prepare,user_story,start-pipeline-runs,Pipeline start dialog open; Credentials for private Git or registry,configure-secrets,Secret created with credentials; Authentication type configured; Provider and server URL specified; Secret available for pipeline run,"Advanced Options -> Show Credentials Options; Create Source Secret section; Authentication types: Image Registry, Basic, SSH; Add Secret and Add Credentials buttons",Enables pipelines to work with private resources securely
working-with-pipelines-web-console.adoc,Starting pipelines from Pipelines view,"When I start a pipeline run, I want to monitor task execution in real-time, so I can track progress and catch issues as they occur",functional,Developer,monitor,user_story,start-pipeline-runs,Pipeline run started,view-task-logs; debug-pipeline-failures,Live task status visible; Step execution progress shown; Task durations displayed; Logs accessible per task; Events stream available,PipelineRun details visualization; Task status colors; Hover details for tasks; Logs tab with expandable pane; Events tab; Download logs options,Real-time monitoring crucial for catching failures early
working-with-pipelines-web-console.adoc,Starting pipelines from Topology view,"When I am working with my application in Topology view, I want to start and monitor pipelines from the application context, so I can see my CI/CD status alongside my application deployment",functional,Developer,execute,user_story,start-pipeline-runs,Application created with From Git option; Pipeline associated with application,view-topology-pipelines; rerun-pipeline,Pipeline run initiated from Topology; Pipeline status visible on application node; Start Last Run option available; Integrated view of app and pipeline,Topology view application node; Pipeline Runs side panel; Start Last Run button; Pipeline status icon; Resources tab with Log Snippet,"Application-centric workflow, integrates deployment and CI/CD views"
working-with-pipelines-web-console.adoc,Interacting with pipelines from Topology view,"When I am managing my application, I want to see pipeline status and failure details in the Topology view, so I can quickly understand build and deployment health without switching contexts",functional,Developer,monitor,user_story,view-topology-pipelines,Application with pipeline in Topology view,debug-pipeline-failures; start-pipeline-runs,Pipeline run status visible on app node; Not started pipelines identifiable; Failure log snippets accessible; Quick access to logs and details,Pipeline status icon on application; Not started status message; Log Snippet in Pipeline Runs section; Link to full logs; Builds section visibility,Unified application and pipeline health monitoring
working-with-pipelines-web-console.adoc,Editing pipelines,"When my pipeline requirements change, I want to edit existing pipelines, so I can add tasks, modify parameters, or update resources without recreating from scratch",functional,Developer,modify,main_job,,Pipeline exists; Pipeline Details page access,create-custom-pipelines; delete-pipelines,Pipeline modified with new tasks or parameters; Task details updated; Tasks removed if needed; Changes saved and reflected in pipeline,Actions -> Edit Pipeline; Pipeline builder for editing; Task side panel for modifications; Actions -> Remove Task; Save button,Iterative pipeline development and maintenance
working-with-pipelines-web-console.adoc,Deleting pipelines,"When pipelines are no longer needed, I want to delete them from the cluster, so I can clean up resources and maintain an organized pipeline inventory",functional,Developer,end,main_job,,Pipeline exists; Pipelines view access,edit-pipelines,Pipeline removed from cluster; Pipeline no longer appears in views; Confirmation prevents accidental deletion,Options menu -> Delete Pipeline; Delete Pipeline confirmation prompt; Delete button,Lifecycle management for pipelines
working-with-pipelines-web-console.adoc,Creating pipeline templates in Administrator perspective,"When I need to standardize pipelines across teams, I want to create reusable pipeline templates, so developers can quickly create pipelines following organizational best practices",functional,Administrator,define,main_job,,Cluster administrator access; Administrator perspective; OpenShift Pipelines Operator installed,create-custom-pipelines,Template created in openshift namespace; Runtime and type labels applied; Template available to developers; Standardized pipeline patterns established,Import YAML flow; openshift namespace requirement; pipeline.openshift.io/runtime label; pipeline.openshift.io/type label; Pipeline details page,Enables governance and standardization across development teams
working-with-pipelines-web-console.adoc,Pipeline execution statistics in web console,"When I need to analyze pipeline performance and reliability, I want to view execution statistics and trends, so I can make informed decisions about pipeline improvements and capacity planning",functional,Administrator,monitor,main_job,,Tekton Results installed; Pipelines console plugin enabled; Pipeline execution history,enable-console-plugin; view-pipeline-metrics,Statistics overview visible; Success rates and run counts displayed; Duration metrics available; Trends over time identifiable; Per-pipeline and aggregate views accessible,"Pipelines -> Overview page; Pipeline details Metrics tab; Pipeline run graphs; Duration statistics (total, average, maximum); Pipeline table with duration and success rate",Administrative observability for fleet-wide pipeline analysis
working-with-pipelines-web-console.adoc,Enabling the Pipelines console plugin,"When I want to access pipeline statistics, I want to enable the console plugin, so I can see execution metrics and performance data in the web console",functional,Administrator,prepare,user_story,view-pipeline-statistics,Cluster administrator access; OpenShift 4.15 or later; Pipelines Operator installed,view-pipeline-statistics,Console plugin enabled; Statistics features available; Plugin status shows Enabled,Operators -> Installed Operators; Console plugin status label; Enable option; Save button,One-time configuration required for statistics features
working-with-pipelines-web-console.adoc,Viewing statistics for all pipelines,"When I need to understand overall pipeline health, I want to view consolidated statistics across all pipelines, so I can assess system-wide CI/CD performance and identify problematic pipelines",functional,Administrator,monitor,user_story,view-pipeline-statistics,Console plugin enabled; Tekton Results installed; Pipeline execution history,view-pipeline-specific-statistics,Aggregate metrics visible; Pipeline run status graph displayed; Duration metrics shown; Pipeline comparison table available; Time range and project filters applied,"Pipelines -> Overview; Run status graph over time; Total/average/maximum duration; Pipeline table with all pipelines; Project, Time range, Refresh interval filters",Fleet-wide observability for administrators and DevOps teams
working-with-pipelines-web-console.adoc,Viewing statistics for a specific pipeline,"When I need to analyze a particular pipeline's performance, I want to view its execution statistics, so I can identify bottlenecks, success rates, and trends specific to that pipeline",functional,Developer,monitor,user_story,view-pipeline-statistics,Console plugin enabled; Pipeline with execution history; Pipelines page access,view-all-pipeline-statistics; optimize-pipeline-workflow,Pipeline-specific metrics displayed; Run status and count visible; Duration trends shown; Time-based filtering available,Pipeline details -> Metrics tab; Run status graph; Duration statistics; Time range and refresh interval controls,Granular performance analysis for individual pipeline optimization
