doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
release_notes-combined.adoc,New features and enhancements - Pipelines as Code,"When managing pull requests with Pipelines as Code, I want to use update comment strategy, so I can reduce comment noise and improve repository readability.",core,Pipeline developer,Evaluate,user_story,"When planning to adopt a new Pipelines release, I want to evaluate new Pipelines features and enhancements, so I can identify improvements that benefit my CI/CD workflows.",GitLab or GitHub webhook,Configure comment strategy in Repository CR,Reduce pull request comment clutter; Improve team collaboration experience,"release_notes-combined.adoc -> New features and enhancements - Pipelines as Code, lines 216-219",Developer experience improvement
release_notes-combined.adoc,New features and enhancements - Pipelines as Code,"When committing work-in-progress changes, I want to skip pipeline execution using commit message tags, so I can avoid unnecessary CI runs for incomplete work.",core,Pipeline developer,Evaluate,user_story,"When planning to adopt a new Pipelines release, I want to evaluate new Pipelines features and enhancements, so I can identify improvements that benefit my CI/CD workflows.",,Educate team on skip CI tag usage,Reduce unnecessary pipeline executions; Save compute resources; Improve commit workflow flexibility,"release_notes-combined.adoc -> New features and enhancements - Pipelines as Code, lines 221-240",Includes important note about GitLab behavior
release_notes-combined.adoc,New features and enhancements - Pipelines as Code,"When managing many repositories with private Git submodules, I want to use glob patterns for GitHub App token scoping, so I can grant access to multiple repositories efficiently.",core,Platform administrator,Evaluate,user_story,"When planning to adopt a new Pipelines release, I want to evaluate new Pipelines features and enhancements, so I can identify improvements that benefit my CI/CD workflows.",GitHub App authentication,Review GitHub App permissions,Simplify token scoping configuration; Reduce configuration overhead for multi-repository setups,"release_notes-combined.adoc -> New features and enhancements - Pipelines as Code, lines 243-278",Configuration simplification for complex setups
release_notes-combined.adoc,New features and enhancements - Pipelines as Code,"When using Pipelines as Code with Forgejo or Gitea, I want webhook signature validation to be enforced, so I can prevent unauthorized pipeline executions.",core,Security/Compliance officer,Evaluate,user_story,"When planning to adopt a new Pipelines release, I want to evaluate new Pipelines features and enhancements, so I can identify improvements that benefit my CI/CD workflows.",,Review webhook security configuration,Prevent spoofed webhook requests; Ensure only trusted sources trigger pipelines,"release_notes-combined.adoc -> New features and enhancements - Pipelines as Code, lines 281-284",Security enhancement addressing authentication gap
release_notes-combined.adoc,New features and enhancements - Pipelines as Code,"When creating dynamic pipeline templates, I want to use CEL expressions for complex logic, so I can implement conditional behavior and string manipulation beyond simple variable substitution.",core,Pipeline developer,Evaluate,user_story,"When planning to adopt a new Pipelines release, I want to evaluate new Pipelines features and enhancements, so I can identify improvements that benefit my CI/CD workflows.",,Learn CEL expression syntax,Implement advanced pipeline templating logic; Reduce pipeline code duplication; Handle complex event-driven scenarios,"release_notes-combined.adoc -> New features and enhancements - Pipelines as Code, lines 287-297",Enables advanced templating capabilities
release_notes-combined.adoc,New features and enhancements - User interface,"When reviewing pipeline logs in the console, I want ANSI color support, so I can read structured output more easily and identify errors quickly.",consumption,Pipeline developer,Evaluate,user_story,"When planning to adopt a new Pipelines release, I want to evaluate new Pipelines features and enhancements, so I can identify improvements that benefit my CI/CD workflows.",,,Improve log readability; Reduce time to identify issues in logs,"release_notes-combined.adoc -> New features and enhancements - User interface, lines 307-310",Developer experience improvement
release_notes-combined.adoc,Technology Preview features - Multi-cluster,"When exploring Technology Preview features, I want to understand multi-cluster capabilities, so I can assess readiness for distributed pipeline architectures.",core,Platform administrator,Evaluate,main_job,,,Review production readiness criteria; Plan proof-of-concept testing,Understand multi-cluster architecture options; Assess benefits and risks of Technology Preview features; Plan for future production adoption,"release_notes-combined.adoc -> Technology Preview features, lines 313-357",Main job for evaluating experimental features
release_notes-combined.adoc,Technology Preview features - Multi-cluster,"When architecting multi-cluster pipeline deployments, I want to configure Hub and Spoke roles in TektonConfig, so I can centralize pipeline management across clusters.",core,Platform administrator,Evaluate,user_story,"When exploring Technology Preview features, I want to understand multi-cluster capabilities, so I can assess readiness for distributed pipeline architectures.",Understanding of multi-cluster architecture patterns,Configure Results for centralized logging; Plan network connectivity between clusters,Centralize pipeline visibility and control; Scale pipeline execution across multiple clusters,"release_notes-combined.adoc -> Technology Preview features - Multi-cluster, lines 320-337",Technology Preview - not for production
release_notes-combined.adoc,Technology Preview features - Multi-cluster,"When using Pipelines in Hub mode, I want Results components to scale automatically, so I can optimize resource usage based on multi-cluster role.",core,Platform administrator,Evaluate,user_story,"When exploring Technology Preview features, I want to understand multi-cluster capabilities, so I can assess readiness for distributed pipeline architectures.",Multi-cluster Hub configuration,,Reduce resource consumption on Hub cluster; Maintain proper Results functionality on Spoke clusters,"release_notes-combined.adoc -> Technology Preview features - Multi-cluster, lines 339-342",Resource optimization for multi-cluster
release_notes-combined.adoc,Technology Preview features - Multi-cluster,"When managing pipeline resource allocation, I want to integrate Tekton Scheduler with Kueue, so I can implement advanced queuing and resource management policies.",core,Platform administrator,Evaluate,user_story,"When exploring Technology Preview features, I want to understand multi-cluster capabilities, so I can assess readiness for distributed pipeline architectures.",Kueue installed,Configure queue policies; Define resource quotas,Implement fair-share resource allocation; Prevent pipeline resource starvation; Support multi-tenant pipeline environments,"release_notes-combined.adoc -> Technology Preview features - Multi-cluster, lines 344-351",Requires upstream Kueue component
release_notes-combined.adoc,Breaking changes,"When planning an upgrade, I want to identify breaking changes, so I can prepare migration steps and avoid disruption to existing pipelines.",core,Platform administrator,Plan,main_job,,,Review deprecated features; Test upgrade in non-production; Communicate changes to development teams,Prevent pipeline failures after upgrade; Minimize downtime during upgrade; Plan necessary configuration changes,"release_notes-combined.adoc -> Breaking changes, lines 359-368",Critical for upgrade planning
release_notes-combined.adoc,Breaking changes - User interface,"When upgrading to Pipelines 1.22, I want to ensure the console plugin is enabled, so I can maintain access to the Pipelines UI in OpenShift console.",core,Platform administrator,Upgrade,user_story,"When planning an upgrade, I want to identify breaking changes, so I can prepare migration steps and avoid disruption to existing pipelines.",,Verify console plugin configuration,Maintain Pipelines console navigation; Avoid user confusion from missing UI elements,"release_notes-combined.adoc -> Breaking changes - User interface, lines 363-368",Requires explicit action to enable plugin
release_notes-combined.adoc,Known issues,"When assessing release risks, I want to review known issues and workarounds, so I can determine if issues affect my use cases and plan mitigation.",core,Platform administrator,Troubleshoot,main_job,,,Subscribe to issue tracker for updates; Test affected scenarios in staging,Understand risks before upgrading; Prepare workarounds for known issues; Make informed go/no-go upgrade decision,"release_notes-combined.adoc -> Known issues, lines 370-399",Main job for risk assessment
release_notes-combined.adoc,Known issues - buildah-ns on OCP 4.20+,"When using buildah-ns task on OCP 4.20 or later, I want to migrate to the standard buildah task with hostUsers configuration, so I can avoid task failures from deprecated user namespace mechanisms.",core,Pipeline developer,Troubleshoot,user_story,"When assessing release risks, I want to review known issues and workarounds, so I can determine if issues affect my use cases and plan mitigation.",OpenShift 4.20 or later,Update affected pipeline definitions,Prevent buildah-ns task failures; Migrate to supported user namespace approach,"release_notes-combined.adoc -> Known issues - buildah-ns, lines 373-378",Critical for OCP 4.20+ users
release_notes-combined.adoc,Known issues - tkn CLI multicluster,"When operating in multicluster environments, I want to understand tkn CLI limitations, so I can choose appropriate tools for pipeline management across Hub and Spoke clusters.",core,Operator/SRE,Troubleshoot,user_story,"When assessing release risks, I want to review known issues and workarounds, so I can determine if issues affect my use cases and plan mitigation.",Multi-cluster deployment,Identify alternative tools for multicluster management,Avoid relying on unsupported commands; Plan operational workflows for multicluster,"release_notes-combined.adoc -> Known issues - tkn CLI multicluster, lines 380-392",Affects multiple tkn commands in multicluster setup
release_notes-combined.adoc,Known issues - opc results logs,"When retrieving pipeline logs via CLI, I want to use the correct opc results command, so I can view complete logs beyond 300 line limit.",core,Operator/SRE,Troubleshoot,user_story,"When assessing release risks, I want to review known issues and workarounds, so I can determine if issues affect my use cases and plan mitigation.",,,Access complete log output; Avoid truncated logs during troubleshooting,"release_notes-combined.adoc -> Known issues - opc results logs, lines 394-399",Workaround available using alternative commands
release_notes-combined.adoc,Fixed issues,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",core,Platform administrator,Evaluate,main_job,,,Cross-reference with internal issue tracker; Validate fixes in test environment,Confirm known problems are resolved; Identify fixes that improve pipeline reliability; Justify upgrade to stakeholders,"release_notes-combined.adoc -> Fixed issues, lines 401-591",Main job for understanding release improvements
release_notes-combined.adoc,Fixed issues - Pipelines,"When using workspaces with Affinity Assistant in restricted environments, I want the fix for service account inheritance, so I can avoid PipelineRun blockages from SCC permission issues.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enable workspace usage in security-restricted environments; Eliminate need for manual SCC configuration,"release_notes-combined.adoc -> Fixed issues - Affinity Assistant, lines 406-409",Critical fix for restricted security contexts
release_notes-combined.adoc,Fixed issues - Pipelines,"When troubleshooting failed TaskRuns, I want to receive clear error messages for pod configuration issues, so I can quickly identify and fix misconfigurations.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Reduce time to diagnose failures; Avoid waiting for timeout periods; Improve debugging experience,"release_notes-combined.adoc -> Fixed issues - TaskRun error messages, lines 411-414",Improves developer troubleshooting experience
release_notes-combined.adoc,Fixed issues - Pipelines,"When running pipelines without explicit timeouts, I want to benefit from the reconciliation fix, so I can avoid controller performance degradation and cluster instability.",core,Platform administrator,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Improve controller performance; Reduce cluster resource consumption; Enhance scalability,"release_notes-combined.adoc -> Fixed issues - reconciliation, lines 416-419",Performance and scalability fix
release_notes-combined.adoc,Fixed issues - Pipelines,"When using parameter defaults that reference other parameters, I want to benefit from the resolution fix, so I can implement flexible fallback patterns in pipelines.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enable parameter reference chains; Simplify pipeline configuration; Reduce code duplication,"release_notes-combined.adoc -> Fixed issues - parameter defaults, lines 421-424",Enables previously broken parameter patterns
release_notes-combined.adoc,Fixed issues - Operator,"When uninstalling the Pipelines Operator, I want webhooks to be cleaned up automatically, so I can avoid leftover resources on the cluster.",core,Platform administrator,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Ensure complete cleanup on uninstall; Prevent resource leaks,"release_notes-combined.adoc -> Fixed issues - webhook cleanup, lines 459-462",Addresses cleanup completeness
release_notes-combined.adoc,Fixed issues - Operator,"When installing Pipelines Operator in a custom namespace, I want Prometheus metrics collection to work correctly, so I can monitor operator health without permission errors.",core,Platform administrator,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enable monitoring in custom namespace installations; Eliminate PrometheusKubernetesListWatchFailures alerts,"release_notes-combined.adoc -> Fixed issues - Prometheus metrics, lines 464-467",Fixes monitoring for non-default namespace deployments
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using custom Repository parameters in CEL expressions, I want them to be recognized correctly, so I can implement repository-specific event filtering.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enable custom parameter usage in CEL; Eliminate undeclared reference errors; Support repository-specific logic,"release_notes-combined.adoc -> Fixed issues - CEL parameters, lines 473-508",Enables previously broken CEL functionality
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using GitLab with skip ci directives, I want commit messages containing [skip ci] to be honored, so I can avoid unnecessary pipeline executions.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Reduce unnecessary pipeline runs; Save compute resources,"release_notes-combined.adoc -> Fixed issues - GitLab skip ci, lines 511-514",Fixes GitLab-specific skip directive handling
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using versioned custom hub catalogs, I want to avoid invalid port errors, so I can successfully resolve tasks from custom catalogs with version specifiers.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enable custom catalog references with versions; Fix task resolution failures,"release_notes-combined.adoc -> Fixed issues - custom hub URLs, lines 516-519",Fixes URL parsing for non-HTTP schemes
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using the tkn pac cel command, I want clear error messages for missing required flags, so I can quickly correct command invocation.",consumption,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Improve CLI usability; Reduce confusion from misleading errors,"release_notes-combined.adoc -> Fixed issues - tkn pac cel, lines 521-524",CLI user experience improvement
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using GitHub merge commit strategy, I want pull_request_number to be reliably populated, so I can avoid intermittent failures in downstream tasks.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Ensure reliable variable population; Eliminate intermittent pipeline failures,"release_notes-combined.adoc -> Fixed issues - pull_request_number, lines 526-529",Addresses timing issue with GitHub API
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using path-based filtering for GitLab push events, I want all modified files to be evaluated, so I can ensure pipelines trigger correctly regardless of number of changed files.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Ensure complete file evaluation; Prevent missed pipeline triggers,"release_notes-combined.adoc -> Fixed issues - GitLab file pagination, lines 531-534",Fixes pagination limitation for GitLab
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When monitoring GitLab merge requests, I want commit statuses to correctly reflect pipeline state, so I can accurately track pipeline progress in GitLab UI.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Improve GitLab status accuracy; Reduce developer confusion,"release_notes-combined.adoc -> Fixed issues - GitLab statuses, lines 536-539",Fixes status mapping for GitLab
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using remember-ok-to-test=false, I want permissions to be re-evaluated per commit, so I can prevent unauthorized code execution in CI.",core,Security/Compliance officer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enforce proper authorization checks; Prevent security bypass,"release_notes-combined.adoc -> Fixed issues - ok-to-test, lines 551-554",Security fix for authorization bypass
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When triggering multiple pipeline runs from Bitbucket Cloud push events, I want individual status for each run, so I can identify which specific pipelines succeeded or failed.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,View all pipeline run statuses in Bitbucket; Improve pipeline debugging,"release_notes-combined.adoc -> Fixed issues - Bitbucket statuses, lines 562-565",Fixes status overwrite issue for Bitbucket
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When using CEL expressions to filter on pull request labels, I want expressions to evaluate correctly during labeling events, so I can trigger pipelines based on label conditions.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Enable label-based pipeline triggering; Implement approval workflows via labels,"release_notes-combined.adoc -> Fixed issues - CEL label events, lines 568-571",Fixes CEL evaluation for label events
release_notes-combined.adoc,Fixed issues - Pipelines as Code,"When deleting or canceling running PipelineRuns, I want Git provider status to be updated to canceled, so I can avoid stuck pending statuses in the Git provider UI.",core,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Ensure accurate status in Git provider; Improve status tracking accuracy,"release_notes-combined.adoc -> Fixed issues - deleted PipelineRun status, lines 573-576",Fixes status update on PipelineRun deletion
release_notes-combined.adoc,Fixed issues - User interface,"When viewing pipeline logs in the console, I want whitespace and formatting to be preserved, so I can read structured and tabular log output correctly.",consumption,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Improve log readability; Preserve structured output formatting,"release_notes-combined.adoc -> Fixed issues - log formatting, lines 582-585",UI improvement for log viewing
release_notes-combined.adoc,Fixed issues - User interface,"When using Pipeline Builder in the console, I want TaskSidebar to display correctly, so I can access task configuration without UI obstruction.",consumption,Pipeline developer,Evaluate,user_story,"When evaluating an upgrade, I want to review fixed issues, so I can determine if the release resolves problems affecting my pipelines.",,,Fix Pipeline Builder usability; Enable proper task configuration,"release_notes-combined.adoc -> Fixed issues - TaskSidebar, lines 587-590",UI fix for Pipeline Builder
release_notes-combined.adoc,Deprecated features,"When planning for future upgrades, I want to understand deprecated features, so I can plan migration away from features scheduled for removal.",core,Platform administrator,Plan,main_job,,,Inventory usage of deprecated features; Schedule migration work,Avoid breaking changes in future releases; Plan orderly migration timeline; Communicate deprecations to development teams,"release_notes-combined.adoc -> Deprecated features, lines 594-605",Main job for deprecation awareness
release_notes-combined.adoc,Deprecated features,"When using openshift-pipelines-client RPM, I want to plan migration to alternative distribution methods, so I can prepare for potential removal in Pipelines 1.23.",core,Platform administrator,Plan,user_story,"When planning for future upgrades, I want to understand deprecated features, so I can plan migration away from features scheduled for removal.",,Identify alternative CLI distribution methods,Ensure continued CLI availability; Minimize disruption to user workflows,"release_notes-combined.adoc -> Deprecated features - RPM, lines 597-600",May be removed in next release
release_notes-combined.adoc,Deprecated features,"When using pipelinerun_status field in Repository CR, I want to plan migration to alternative approaches, so I can prepare for potential removal in Pipelines 1.23.",core,Pipeline developer,Plan,user_story,"When planning for future upgrades, I want to understand deprecated features, so I can plan migration away from features scheduled for removal.",,Identify replacement approaches for pipelinerun_status,Update Repository CR configurations; Maintain pipeline status visibility,"release_notes-combined.adoc -> Deprecated features - pipelinerun_status, lines 602-605",May be removed in next release
release_notes-combined.adoc,Removed features,"When upgrading from previous releases, I want to understand removed features, so I can identify and remediate breaking configuration changes.",core,Platform administrator,Upgrade,main_job,,,Audit existing configurations for removed features; Test upgrade in non-production,Prevent configuration errors after upgrade; Successfully migrate away from removed features,"release_notes-combined.adoc -> Removed features, lines 607-619",Critical for upgrade execution
release_notes-combined.adoc,Removed features,"When using disable-affinity-assistant field, I want to migrate to coschedule feature flag, so I can maintain affinity assistant control after upgrade.",core,Platform administrator,Upgrade,user_story,"When upgrading from previous releases, I want to understand removed features, so I can identify and remediate breaking configuration changes.",,Update TektonConfig CR,Maintain affinity assistant configuration; Avoid post-upgrade failures,"release_notes-combined.adoc -> Removed features - disable-affinity-assistant, lines 610-613",Requires configuration change
release_notes-combined.adoc,Removed features,"When migrating from public Tekton Hub catalog, I want to deploy self-hosted Tekton Hub instances, so I can maintain task catalog functionality after hub.tekton.dev removal.",core,Platform administrator,Upgrade,user_story,"When upgrading from previous releases, I want to understand removed features, so I can identify and remediate breaking configuration changes.",,Evaluate alternative task catalogs; Plan Hub instance deployment,Maintain task catalog availability; Support developers' catalog requirements,"release_notes-combined.adoc -> Removed features - public Tekton Hub, lines 615-618",Requires alternative catalog solution
