doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
tkn_cli-combined.adoc,Pipelines management commands,"When I need to understand a pipeline's configuration, I want to describe a pipeline with detailed information, so I can review its tasks, parameters, and structure",core,Pipeline operator,Reference,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline exists,List pipelines; View pipeline runs,View complete pipeline definition; Understand pipeline structure; Review task composition; Inspect parameters and workspaces,"tkn_cli-combined.adoc -> Pipelines management commands, lines 466-473",Provides detailed pipeline specification
tkn_cli-combined.adoc,Pipelines management commands,"When I need to see what pipelines are available, I want to list all pipelines in my namespace, so I can identify which pipelines I can execute",core,Pipeline operator,Reference,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Access to namespace,Describe pipeline; Start pipeline,View all available pipelines; Identify pipeline names for execution; Assess pipeline inventory,"tkn_cli-combined.adoc -> Pipelines management commands, lines 475-482",Simple listing command
tkn_cli-combined.adoc,Pipelines management commands,"When I need to monitor pipeline execution in real-time, I want to stream the live logs for a pipeline, so I can watch progress and troubleshoot issues as they occur",core,Pipeline operator,Monitor,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline run is executing or has executed,Start pipeline; View pipeline run logs,Watch real-time execution progress; Identify failures quickly; Monitor task completion; Debug pipeline issues,"tkn_cli-combined.adoc -> Pipelines management commands, lines 484-491",Uses -f flag for streaming logs
tkn_cli-combined.adoc,Pipelines management commands,"When I need to execute a CI/CD workflow, I want to start a pipeline, so I can trigger the automated build, test, or deployment process",core,Pipeline operator,Deploy,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline exists; Required resources configured,View pipeline logs; List pipeline runs; Monitor execution,Initiate pipeline execution; Trigger automated workflows; Create new pipeline run; Begin CI/CD process,"tkn_cli-combined.adoc -> Pipelines management commands, lines 493-500",Creates a pipeline run from pipeline definition
tkn_cli-combined.adoc,Pipeline run commands,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",core,Pipeline operator,Operate,main_job,,tkn CLI installed; Access to pipeline runs,Manage pipelines; View logs; Monitor execution,List active and completed runs; Inspect run details and status; Cancel running executions; Delete old or failed runs; View execution logs,"tkn_cli-combined.adoc -> Pipeline run commands, lines 512-590",Pipeline runs are execution instances of pipeline definitions
tkn_cli-combined.adoc,Pipeline run commands,"When a pipeline execution is stuck or needs to be stopped, I want to cancel a pipeline run, so I can terminate the execution and free up resources",core,Pipeline operator,Operate,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline run is in running state; Permission to cancel runs,List pipeline runs; Delete pipeline run,Stop running pipeline execution; Free cluster resources; Prevent further task execution; Terminate failed or incorrect runs,"tkn_cli-combined.adoc -> Pipeline run commands, lines 527-534",Cancels active execution
tkn_cli-combined.adoc,Pipeline run commands,"When I need to clean up old pipeline executions, I want to delete pipeline runs with flexible retention options, so I can manage storage and maintain a clean execution history",core,Pipeline operator,Operate,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline runs exist; Permission to delete runs,List pipeline runs; Cancel pipeline run,Remove old execution records; Free storage space; Retain recent execution history; Clean up failed runs; Maintain manageable run count,"tkn_cli-combined.adoc -> Pipeline run commands, lines 536-561",Supports selective deletion with --keep flag and --all option; v1.6+ does not delete running executions
tkn_cli-combined.adoc,Pipeline run commands,"When I need to troubleshoot a pipeline execution, I want to describe a pipeline run with full details, so I can analyze task status, timing, and results",core,Pipeline operator,Monitor,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline run exists,View pipeline run logs; List pipeline runs,View complete run status; See task execution details; Review parameters and results; Identify failure points; Analyze execution timing,"tkn_cli-combined.adoc -> Pipeline run commands, lines 563-570",Provides detailed execution information
tkn_cli-combined.adoc,Pipeline run commands,"When I need to see execution history, I want to list all pipeline runs in a namespace, so I can track which pipelines have executed and their status",core,Pipeline operator,Monitor,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Access to namespace,Describe pipeline run; View run logs,View execution history; Identify run status; Find specific executions; Track pipeline activity,"tkn_cli-combined.adoc -> Pipeline run commands, lines 572-579",Lists all runs in namespace
tkn_cli-combined.adoc,Pipeline run commands,"When I need to debug or audit a pipeline execution, I want to display the logs of a pipeline run with all tasks and steps, so I can investigate failures or verify correct behavior",core,Pipeline operator,Monitor,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline run exists or is running,Describe pipeline run; Monitor live execution,View complete execution logs; Debug task failures; Verify step outputs; Audit execution activity; Understand error messages,"tkn_cli-combined.adoc -> Pipeline run commands, lines 581-589",Uses -a flag to show all tasks and steps
tkn_cli-combined.adoc,Task management commands,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",core,Pipeline developer,Operate,main_job,,tkn CLI installed; Access to namespace; Understanding of task concepts,Manage pipelines; Manage task runs; Test tasks,Create and deploy task definitions; List available tasks; Inspect task specifications; Execute tasks for testing; Remove obsolete tasks,"tkn_cli-combined.adoc -> Task management commands, lines 600-650",Tasks are reusable units of work within pipelines
tkn_cli-combined.adoc,Task management commands,"When I need to clean up unused task definitions, I want to delete tasks from a namespace, so I can remove obsolete or test task resources",core,Pipeline developer,Operate,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Tasks exist in namespace; Permission to delete tasks,List tasks; Delete task runs,Remove unwanted task definitions; Clean up namespace; Maintain organized task catalog; Free cluster resources,"tkn_cli-combined.adoc -> Task management commands, lines 614-621",Supports deleting multiple tasks in one command
tkn_cli-combined.adoc,Task management commands,"When I need to understand a task's implementation, I want to describe a task with its full specification, so I can review its steps, parameters, and workspaces",core,Pipeline developer,Reference,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Task exists,List tasks; Start task,View complete task definition; Understand task steps; Review parameters and inputs; Inspect workspace requirements; Assess task capabilities,"tkn_cli-combined.adoc -> Task management commands, lines 623-630",Shows detailed task specification
tkn_cli-combined.adoc,Task management commands,"When I need to discover available tasks, I want to list all tasks in a namespace, so I can identify reusable components for my pipelines",core,Pipeline developer,Reference,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Access to namespace,Describe task; Search hub for tasks,View available task catalog; Identify task names; Assess task inventory; Find reusable components,"tkn_cli-combined.adoc -> Task management commands, lines 632-639",Lists tasks in specified namespace
tkn_cli-combined.adoc,Task management commands,"When I need to test a task independently, I want to start a task with specific service account, so I can validate task behavior before using it in a pipeline",core,Pipeline developer,Deploy,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Task exists; Service account configured; Required resources available,View task run logs; Describe task,Execute task standalone; Validate task functionality; Test task with parameters; Verify task outputs; Debug task implementation,"tkn_cli-combined.adoc -> Task management commands, lines 641-648",Allows specifying service account with -s flag
tkn_cli-combined.adoc,Task run commands,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",core,Pipeline developer,Operate,main_job,,tkn CLI installed; Access to task runs,Manage tasks; Monitor task execution; Debug failures,List task executions; Inspect run details; Cancel running tasks; Delete old test runs; View execution logs,"tkn_cli-combined.adoc -> Task run commands, lines 661-729",Task runs are execution instances of task definitions
tkn_cli-combined.adoc,Task run commands,"When a task execution needs to be stopped, I want to cancel a task run, so I can terminate the execution and prevent resource waste",core,Pipeline developer,Operate,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task run is in running state; Permission to cancel runs,List task runs; Delete task run,Stop running task execution; Free cluster resources; Terminate failed or incorrect runs; Prevent further step execution,"tkn_cli-combined.adoc -> Task run commands, lines 675-682",Cancels active task execution
tkn_cli-combined.adoc,Task run commands,"When I need to clean up test executions, I want to delete task runs with retention options, so I can maintain a clean execution history while preserving recent runs",core,Pipeline developer,Operate,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task runs exist; Permission to delete runs,List task runs; Cancel task run,Remove old test executions; Free storage space; Retain recent run history; Manage execution count; Clean up failed runs,"tkn_cli-combined.adoc -> Task run commands, lines 684-698",Supports --keep flag to retain most recent runs
tkn_cli-combined.adoc,Task run commands,"When I need to analyze a task execution, I want to describe a task run with complete details, so I can review step status, results, and timing",core,Pipeline developer,Monitor,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task run exists,View task run logs; List task runs,View complete run status; See step execution details; Review results and outputs; Identify failure points; Analyze execution timing,"tkn_cli-combined.adoc -> Task run commands, lines 700-707",Provides detailed execution information
tkn_cli-combined.adoc,Task run commands,"When I need to track task execution history, I want to list all task runs in a namespace, so I can see which tasks have executed and their status",core,Pipeline developer,Monitor,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Access to namespace,Describe task run; View run logs,View execution history; Identify run status; Find specific executions; Track task activity,"tkn_cli-combined.adoc -> Task run commands, lines 709-716",Lists all task runs in namespace
tkn_cli-combined.adoc,Task run commands,"When I need to debug a task execution, I want to display live logs for a task run, so I can monitor progress and troubleshoot failures in real-time",core,Pipeline developer,Monitor,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task run exists or is running,Describe task run; Cancel task run,Watch real-time execution; Debug step failures; Monitor step completion; View output and errors; Identify issues quickly,"tkn_cli-combined.adoc -> Task run commands, lines 719-727",Uses -f flag for live streaming logs
tkn_cli-combined.adoc,Pipeline resource management commands,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",core,Pipeline operator,Configure,main_job,,tkn CLI installed; Understanding of resource types; Access to namespace,Manage pipelines; Configure workspaces,Create pipeline resources; List available resources; Inspect resource configurations; Update resource definitions; Delete obsolete resources,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 739-791","Pipeline resources define inputs/outputs like git repos, images, storage"
tkn_cli-combined.adoc,Pipeline resource management commands,"When I need to define a new pipeline input or output, I want to create a pipeline resource interactively, so I can configure git repositories, images, or storage for pipeline use",core,Pipeline operator,Configure,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Access to namespace; Understanding of resource types,List resources; Use in pipeline,Define new resource; Configure resource type and values; Make resource available to pipelines; Set up git repo or image registry,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 753-762",Interactive command that prompts for resource details
tkn_cli-combined.adoc,Pipeline resource management commands,"When I need to clean up unused pipeline resources, I want to delete a pipeline resource, so I can remove obsolete resource definitions",core,Pipeline operator,Operate,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Resource exists; Permission to delete resources,List resources; Create resource,Remove unwanted resources; Clean up namespace; Free resource definitions,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 764-771",Deletes specified resource by name
tkn_cli-combined.adoc,Pipeline resource management commands,"When I need to understand a resource configuration, I want to describe a pipeline resource, so I can review its type, parameters, and values",core,Pipeline operator,Reference,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Resource exists,List resources; Use in pipeline,View resource details; Understand resource type; Review configuration values; Verify resource setup,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 773-780",Shows detailed resource specification
tkn_cli-combined.adoc,Pipeline resource management commands,"When I need to see available pipeline resources, I want to list all pipeline resources in a namespace, so I can identify which resources I can use in my pipelines",core,Pipeline operator,Reference,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Access to namespace,Describe resource; Create resource,View available resources; Identify resource names; Assess resource inventory; Find resources for pipeline use,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 782-789",Lists all resources in namespace
tkn_cli-combined.adoc,Trigger management commands,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",core,DevOps engineer,Configure,main_job,,tkn CLI installed; Tekton Triggers installed; Understanding of trigger concepts,Manage pipelines; Configure webhooks; Monitor events,Create and configure event listeners; Define trigger bindings for event data; Set up trigger templates; Manage cluster-level triggers; Enable webhook-based automation,"tkn_cli-combined.adoc -> Trigger management commands, lines 801-953","Covers EventListener, TriggerBinding, TriggerTemplate, ClusterTriggerBinding"
tkn_cli-combined.adoc,Trigger management commands,"When I need to receive webhook events, I want to manage event listeners, so I can configure endpoints that trigger pipelines from external systems",core,DevOps engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Tekton Triggers installed; Access to namespace,Create trigger bindings; Create trigger templates; Monitor event listener logs,Create webhook endpoints; List configured listeners; View listener details; Monitor incoming events; Delete obsolete listeners,"tkn_cli-combined.adoc -> Trigger management commands, lines 806-848","Supports delete, describe, list, and logs operations"
tkn_cli-combined.adoc,Trigger management commands,"When I need to map webhook payload data to pipeline parameters, I want to manage trigger bindings, so I can extract event information and pass it to pipeline runs",core,DevOps engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Understanding of event structure; Access to namespace,Configure event listeners; Define trigger templates,Define parameter mappings; Extract webhook data; Bind event fields to parameters; List and manage bindings; Remove obsolete bindings,"tkn_cli-combined.adoc -> Trigger management commands, lines 850-883","Supports delete, describe, and list operations"
tkn_cli-combined.adoc,Trigger management commands,"When I need to define what happens when an event is received, I want to manage trigger templates, so I can specify which pipelines or tasks to create in response to events",core,DevOps engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Understanding of pipeline/task definitions; Access to namespace,Configure trigger bindings; Configure event listeners,Define pipeline/task templates; Specify resource creation logic; List available templates; View template details; Remove obsolete templates,"tkn_cli-combined.adoc -> Trigger management commands, lines 885-917","Supports delete, describe, and list operations"
tkn_cli-combined.adoc,Trigger management commands,"When I need to share trigger bindings across all namespaces, I want to manage cluster trigger bindings, so I can define reusable parameter mappings available cluster-wide",core,Platform engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Cluster admin permissions; Understanding of cluster resources,Manage trigger bindings; Configure event listeners,Define cluster-wide bindings; Share bindings across namespaces; List cluster bindings; View binding details; Remove obsolete cluster bindings,"tkn_cli-combined.adoc -> Trigger management commands, lines 918-951","Cluster-scoped resource, no namespace flag needed"
tkn_cli-combined.adoc,Hub interaction commands,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",core,Pipeline developer,Get Started,main_job,,tkn CLI installed; Internet access to Tekton Hub; Understanding of task concepts,Manage tasks; Build pipelines; Share tasks,Search for reusable tasks; Install tasks from catalog; View task documentation; Upgrade installed tasks; Manage task versions,"tkn_cli-combined.adoc -> Hub interaction commands, lines 963-1050",Hub provides catalog of reusable Tekton resources
tkn_cli-combined.adoc,Hub interaction commands,"When I need to revert a task to a previous version, I want to downgrade an installed hub resource, so I can roll back to a known working version",core,Pipeline developer,Operate,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Task installed from hub; Previous version available,Upgrade task; List installed versions,Revert to earlier version; Fix breaking changes; Restore stable functionality,"tkn_cli-combined.adoc -> Hub interaction commands, lines 988-995",Downgrades to specified earlier version
tkn_cli-combined.adoc,Hub interaction commands,"When I need to review a task before installing, I want to get the manifest for a hub resource, so I can examine its implementation and determine if it fits my needs",core,Pipeline developer,Reference,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access; Resource exists in catalog,View task info; Install task,Review task YAML definition; Understand task implementation; Verify task compatibility; Assess task requirements,"tkn_cli-combined.adoc -> Hub interaction commands, lines 997-1004","Gets manifest by name, kind, catalog, and version"
tkn_cli-combined.adoc,Hub interaction commands,"When I am evaluating tasks from the hub, I want to display detailed information about a hub resource, so I can understand its purpose, parameters, and usage",core,Pipeline developer,Reference,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access; Resource exists in catalog,Search hub; Get manifest; Install task,View task description; Understand parameters; See usage examples; Review task metadata; Check version information,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1006-1013","Shows information by name, kind, catalog, and version"
tkn_cli-combined.adoc,Hub interaction commands,"When I need to add a task from the hub to my cluster, I want to install a hub resource by version, so I can deploy the task for use in my pipelines",core,Pipeline developer,Deploy,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access; Permission to create tasks; Target namespace exists,Search hub; View task info; Use in pipeline,Deploy task to namespace; Make task available for pipelines; Install specific version; Add hub task to cluster,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1015-1022","Installs by kind, name, catalog, and version"
tkn_cli-combined.adoc,Hub interaction commands,"When I need to refresh an installed hub task, I want to reinstall a resource, so I can repair or reset a task to its original state",core,Pipeline developer,Operate,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Task previously installed; Hub access,Install task; Upgrade task,Reset task to clean state; Repair corrupted task; Reinstall specific version; Fix installation issues,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1024-1031","Reinstalls by kind, name, catalog, and version"
tkn_cli-combined.adoc,Hub interaction commands,"When I am looking for reusable tasks, I want to search the hub by name, kind, and tags, so I can find tasks that match my requirements",core,Pipeline developer,Get Started,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access; Understanding of required functionality,View task info; Install task,Find relevant tasks; Discover community resources; Filter by tags or categories; Identify task candidates,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1033-1040",Supports searching by tags and other criteria
tkn_cli-combined.adoc,Hub interaction commands,"When a new version of a hub task is available, I want to upgrade an installed resource to the latest version, so I can benefit from improvements and bug fixes",core,Pipeline developer,Operate,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Task installed from hub; Newer version available,Downgrade task; View task info,Update to newer version; Get latest features; Apply bug fixes; Keep tasks current,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1042-1049",Upgrades to specified or latest version
