doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
understanding-openshift-pipelines-self-managed-reduced.adoc,Pipelines,"When building CI/CD automation, I want to understand how to compose multiple tasks into an ordered workflow, so I can automate complex build, test, and deployment processes",core,CI/CD engineer,Get Started,main_job,,,Understanding task composition; Understanding workflow orchestration,Minimize the time it takes to design multi-step workflows; Minimize the complexity of task dependencies; Minimize the likelihood of incorrect execution order; Maximize the reusability of workflow components,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Pipelines, lines 480-611","This is a core learning job about understanding pipeline composition - a stable, outcome-focused concept applicable across CI/CD systems. The section explains how pipelines arrange tasks in execution order to construct complex workflows."
understanding-openshift-pipelines-self-managed-reduced.adoc,Pipelines,"When defining a pipeline in OpenShift Pipelines, I want to specify tasks with workspaces, parameters, and execution order using runAfter, so I can create a build-and-deploy workflow",related,Developer,Reference,user_story,"When building CI/CD automation, I want to understand how to compose multiple tasks into an ordered workflow, so I can automate complex build, test, and deployment processes",Understanding of YAML syntax; Tasks are available in cluster or namespace,Configuring cluster task resolvers; Defining pipeline parameters; Sharing workspaces between tasks,Minimize the time it takes to define a pipeline; Minimize the errors in task sequencing; Minimize the complexity of parameter passing; Minimize the setup required for workspace sharing,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Pipelines, lines 480-611","This is a user_story specific to OpenShift Pipelines/Tekton implementation. The example shows the build-and-deploy pipeline with Tekton-specific fields like taskRef with cluster resolver, runAfter for sequencing, and workspace/param definitions."
understanding-openshift-pipelines-self-managed-reduced.adoc,Pipeline run,"When executing CI/CD workflows, I want to understand how to instantiate a pipeline definition with specific parameters and credentials for a particular scenario, so I can run my build and deployment process",core,Developer,Get Started,main_job,,,Understanding pipeline parameterization; Understanding workflow execution lifecycle,Minimize the time it takes to trigger a workflow execution; Minimize the uncertainty about how to provide runtime parameters; Minimize the complexity of binding workspaces and credentials; Minimize the time it takes to monitor execution progress,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Pipeline run, lines 614-672","This is a core learning job about understanding how to execute pipeline definitions with specific runtime values - a stable concept across CI/CD systems. The section explains PipelineRun as the binding mechanism for pipelines, workspaces, credentials, and parameters."
understanding-openshift-pipelines-self-managed-reduced.adoc,Pipeline run,"When running a pipeline in OpenShift Pipelines, I want to create a PipelineRun resource with parameter values and workspace volume claims, so I can execute my build-and-deploy workflow for a specific application",related,Developer,Reference,user_story,"When executing CI/CD workflows, I want to understand how to instantiate a pipeline definition with specific parameters and credentials for a particular scenario, so I can run my build and deployment process",Pipeline definition exists; Storage class is available for volume claim,Configuring volumeClaimTemplate; Monitoring pipeline run status; Reviewing task run logs,Minimize the time it takes to start a pipeline execution; Minimize the errors in parameter configuration; Minimize the complexity of workspace provisioning; Minimize the time it takes to identify execution failures,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Pipeline run, lines 614-672","This is a user_story specific to OpenShift Pipelines/Tekton. The example shows the build-deploy-api-pipelinerun with Tekton-specific fields like pipelineRef, volumeClaimTemplate, and the status field for progress tracking."
understanding-openshift-pipelines-self-managed-reduced.adoc,Pod templates,"When I need to enforce security or runtime requirements across pipeline executions, I want to understand how to configure pod-level settings, so I can ensure consistent security posture and compliance for all task pods",core,Platform administrator,Reference,main_job,,,Understand workspaces for managing shared storage; Configure security contexts in Kubernetes,Minimize the time to enforce security policies across all pipeline pods; Minimize the likelihood of security violations in task execution; Increase the consistency of runtime configuration across tasks; Minimize the effort required to apply security settings to multiple tasks,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Pod templates, lines 681-740","Pod templates allow setting parameters like securityContext, schedulerName for all pods in PipelineRun or TaskRun. Common use case is running as non-root user."
understanding-openshift-pipelines-self-managed-reduced.adoc,Pod templates,"When I need to run tasks as a specific user or with custom scheduler settings, I want to apply pod template configurations to pipeline runs, so I can meet organizational security or scheduling requirements",related,CI/CD engineer,Get Started,user_story,"When I need to enforce security or runtime requirements across pipeline executions, I want to understand how to configure pod-level settings, so I can ensure consistent security posture and compliance for all task pods",Understanding of Kubernetes Pod specifications; Access to PipelineRun or TaskRun definitions,Configure security contexts; Use custom schedulers,Minimize the time to apply security settings to pipeline runs; Increase the flexibility of pod configuration options; Minimize the risk of running tasks with inappropriate permissions,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Pod templates, lines 681-740","Examples show runAsNonRoot: true, runAsUser: 1001, and schedulerName: volcano. Different spec locations for PipelineRun (taskRunTemplate.podTemplate) vs TaskRun (podTemplate)."
understanding-openshift-pipelines-self-managed-reduced.adoc,Workspaces,"When I need to share data between pipeline tasks or provide runtime storage, I want to understand how to declare and configure workspaces, so I can create reusable tasks that work across different environments without hardcoding storage locations",core,Developer,Reference,main_job,,,Design reusable tasks; Configure persistent storage in Kubernetes; Share credentials across tasks,Increase the reusability of task definitions across different environments; Minimize the coupling between task logic and storage implementation; Minimize the time to share data between sequential or parallel tasks; Increase the flexibility of storage provisioning at runtime; Minimize the complexity of managing task inputs and outputs,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Workspaces, lines 747-871","Workspaces separate volume declaration from runtime storage. Recommended over PipelineResource CRs. Support multiple backing types: ConfigMap, Secret, PVC, volumeClaimTemplate, emptyDir. Use cases include: storing inputs/outputs, sharing data, mounting credentials/configs, caching build artifacts."
understanding-openshift-pipelines-self-managed-reduced.adoc,Workspaces,"When I am building a multi-task pipeline that needs shared storage, I want to declare a workspace in the pipeline and map it to tasks, so I can pass data from one task to another without managing storage directly",related,Developer,Get Started,user_story,"When I need to share data between pipeline tasks or provide runtime storage, I want to understand how to declare and configure workspaces, so I can create reusable tasks that work across different environments without hardcoding storage locations",Understanding of pipeline and task structure; Knowledge of workspace use cases,Create volumeClaimTemplates for dynamic provisioning; Mount secrets and configmaps as workspaces,Minimize the time to enable data sharing between tasks; Increase the clarity of data flow in pipeline definitions; Minimize the risk of storage configuration errors,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Workspaces, lines 747-871","Example shows shared-workspace declared at pipeline level and mapped to tasks (build-image, apply-manifests). PipelineRun provides storage via volumeClaimTemplate."
understanding-openshift-pipelines-self-managed-reduced.adoc,Step actions,"When I need to reuse common step logic across multiple tasks, I want to understand how to define and reference step actions, so I can avoid duplicating step definitions and maintain consistency across task implementations",core,CI/CD engineer,Reference,main_job,,,Design reusable tasks; Use resolvers to reference external resources; Parameterize task definitions,Minimize the duplication of step definitions across tasks; Increase the consistency of common actions across pipelines; Minimize the effort required to update shared step logic; Increase the reusability of action definitions across teams; Minimize the maintenance burden for common operations,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Step actions, lines 875-965","StepAction CR contains reusable action definitions. Can be referenced from steps in tasks. Supports parameters and results. Does not include workspace definitions (expects task to provide). Security note: parameter values cannot be used directly in scripts, must use env variables."
understanding-openshift-pipelines-self-managed-reduced.adoc,Step actions,"When I want to share a step implementation across tasks or reference external step definitions, I want to create a StepAction resource with parameters and results, so I can invoke the same action from multiple tasks without code duplication",related,CI/CD engineer,Get Started,user_story,"When I need to reuse common step logic across multiple tasks, I want to understand how to define and reference step actions, so I can avoid duplicating step definitions and maintain consistency across task implementations",Understanding of task and step structure; Knowledge of parameter and result passing,Use resolvers for external step actions; Define environment variables for parameters,Minimize the time to implement common steps in new tasks; Increase the security of parameter handling in scripts; Minimize the risk of inconsistent action implementations,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Step actions, lines 875-965",Example shows apply-manifests-action referenced from task step using ref.name. Parameters passed from task to step action. Results automatically become step results.
understanding-openshift-pipelines-self-managed-reduced.adoc,Triggers,"When I need to automate pipeline execution in response to external events, I want to understand how triggers capture and process events to instantiate pipeline runs, so I can create event-driven CI/CD workflows without manual intervention",core,CI/CD engineer,Architecture,main_job,,,Configure webhooks in source repositories; Design pipeline automation strategies; Implement event-driven architectures,Minimize the time between code changes and pipeline execution; Minimize the manual effort required to start pipeline runs; Increase the responsiveness of CI/CD workflows to external events; Minimize the coupling between event sources and pipeline definitions; Increase the automation level of deployment processes,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Triggers, lines 969-1163","Triggers create comprehensive event-driven CI/CD system. Main components: TriggerBinding (extract event payload), TriggerTemplate (create resources), Trigger (combine binding/template/interceptors), EventListener (HTTP endpoint). Interceptors filter/verify events. Supports GitHub, GitLab, Bitbucket, Webhook, CEL interceptors."
understanding-openshift-pipelines-self-managed-reduced.adoc,Triggers,"When I receive a Git push event, I want to extract repository information and automatically create a pipeline run with the correct parameters, so I can deploy the latest changes without manual pipeline triggering",related,Developer,Get Started,user_story,"When I need to automate pipeline execution in response to external events, I want to understand how triggers capture and process events to instantiate pipeline runs, so I can create event-driven CI/CD workflows without manual intervention",Understanding of TriggerBinding and TriggerTemplate; Webhook configured in Git repository; EventListener deployed and accessible,Configure GitHub interceptors for event verification; Define parameter extraction from event payloads; Create pipeline run templates,Minimize the delay between push and pipeline execution; Increase the accuracy of parameter extraction from events; Minimize the configuration complexity of event-driven pipelines,"understanding-openshift-pipelines-self-managed-reduced.adoc -> Triggers, lines 969-1163","Example shows vote-app trigger: TriggerBinding extracts git-repo-url, git-repo-name, git-revision from body. TriggerTemplate creates PipelineRun with extracted params. Trigger combines them with GitHub interceptor for push events. EventListener provides HTTP endpoint."
